Cruise,Cycle,Tow,Net,Latitude,Longitude,Time_PST,Night0Day1,minDepth,maxDepth,Class,Abundance (#/m^3),ugcarbon_n,ugcarbon_mean,ugcarbon_mean-1outlier,ugcarbon_mean-2outliers,ugcarbon_median,Carbon_mg_sum,Carbon_mg_sum-1outlier,Carbon_mg_sum-2outliers
P1604,2,1,7,3.355840e+01,1.221327e+02,29-Apr-2016 14:28:00,1,51,99,copepoda_others,2.039660,9,4.552999,3.929172,3.459800,3.588537,0.009287,0.007124,0.005489
P1604,2,1,7,3.355840e+01,1.221327e+02,29-Apr-2016 14:28:00,1,51,99,copepoda_poecilostomatoids,3.626062,16,3.350391,2.909082,2.449583,2.553596,0.012149,0.009889,0.007772
P1604,2,1,7,3.355840e+01,1.221327e+02,29-Apr-2016 14:28:00,1,51,99,crustacea_others,2.000000,13,50.819394,21.156931,2.930762,1.301075,0.101639,0.042194,0.005712
P1604,2,1,7,3.355840e+01,1.221327e+02,29-Apr-2016 14:28:00,1,51,99,doliolids,0.090652,2,69.835250,127.582183,NaN,12.088316,0.006331,0.005783,NaN
P1604,2,1,7,3.355840e+01,1.221327e+02,29-Apr-2016 14:28:00,1,51,99,eggs,1.813031,8,16.950046,9.062279,6.036284,6.726306,0.030731,0.014376,0.008208
P1604,2,1,7,3.355840e+01,1.221327e+02,29-Apr-2016 14:28:00,1,51,99,euphausiids,0.951841,13,301.427074,252.091011,214.138461,208.300899,0.286911,0.228524,0.184414
P1604,2,1,7,3.355840e+01,1.221327e+02,29-Apr-2016 14:28:00,1,51,99,multiples,0.005666,1,2868.234791,NaN,NaN,2868.234791,0.016251,NaN,NaN
P1604,2,1,7,3.355840e+01,1.221327e+02,29-Apr-2016 14:28:00,1,51,99,nauplii,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1604,2,1,7,3.355840e+01,1.221327e+02,29-Apr-2016 14:28:00,1,51,99,ostracods,1.586402,7,1.710493,0.637465,0.565036,0.552517,0.002714,0.000867,0.000640
P1604,2,1,7,3.355840e+01,1.221327e+02,29-Apr-2016 14:28:00,1,51,99,others,2.090652,11,29.109851,11.979618,7.930916,7.439469,0.060859,0.024977,0.016176
P1604,2,1,7,3.355840e+01,1.221327e+02,29-Apr-2016 14:28:00,1,51,99,polychaete,1.178470,6,16.695017,15.099293,16.891168,16.195857,0.019675,0.017110,0.015312
P1604,2,1,7,3.355840e+01,1.221327e+02,29-Apr-2016 14:28:00,1,51,99,pteropoda,33.133144,147,1.070200,1.002512,0.973430,0.765583,0.035459,0.032989,0.031812
P1604,2,1,7,3.355840e+01,1.221327e+02,29-Apr-2016 14:28:00,1,51,99,pyrosomes,4.532578,310,224.147824,222.557065,221.380310,203.357185,1.015967,1.007496,1.000915
P1604,2,1,7,3.355840e+01,1.221327e+02,29-Apr-2016 14:28:00,1,51,99,radiolarians,2.946176,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P1604,2,1,7,3.355840e+01,1.221327e+02,29-Apr-2016 14:28:00,1,51,99,salps,0.090652,2,79.059420,59.001969,NaN,59.001969,0.007167,0.002674,NaN
P1604,2,1,8,3.355840e+01,1.221327e+02,29-Apr-2016 14:35:00,1,0,51,appendicularia,3.478261,7,6.874376,5.582265,4.265903,5.118666,0.023911,0.016643,0.010599
P1604,2,1,8,3.355840e+01,1.221327e+02,29-Apr-2016 14:35:00,1,0,51,bryozoan_larvae,0.496894,1,0.819137,NaN,NaN,0.819137,0.000407,NaN,NaN
P1604,2,1,8,3.355840e+01,1.221327e+02,29-Apr-2016 14:35:00,1,0,51,chaetognatha,1.714286,11,27.925755,27.244067,26.818662,27.453970,0.047873,0.046535,0.045642
P1604,2,1,8,3.355840e+01,1.221327e+02,29-Apr-2016 14:35:00,1,0,51,cnidaria,2.987578,16,47.926279,47.704328,46.779692,42.284111,0.143183,0.142224,0.137143
P1604,2,1,8,3.355840e+01,1.221327e+02,29-Apr-2016 14:35:00,1,0,51,copepoda_calanoida,64.795031,134,6.340537,6.259046,5.904756,3.446747,0.410835,0.405244,0.379371
P1604,2,1,8,3.355840e+01,1.221327e+02,29-Apr-2016 14:35:00,1,0,51,copepoda_eucalanids,2.093168,16,283.476674,255.006093,227.539672,74.103858,0.593364,0.521099,0.453666
P1604,2,1,8,3.355840e+01,1.221327e+02,29-Apr-2016 14:35:00,1,0,51,copepoda_harpacticoida,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1604,2,1,8,3.355840e+01,1.221327e+02,29-Apr-2016 14:35:00,1,0,51,copepoda_oithona_like,3.478261,7,1.951369,1.373812,0.993666,1.107298,0.006787,0.004096,0.002469
P1604,2,1,8,3.355840e+01,1.221327e+02,29-Apr-2016 14:35:00,1,0,51,copepoda_others,2.037267,5,11.748237,6.581860,4.285392,5.961608,0.023934,0.013082,0.006388
P1604,2,1,8,3.355840e+01,1.221327e+02,29-Apr-2016 14:35:00,1,0,51,copepoda_poecilostomatoids,11.925466,24,1.666774,1.577508,1.484945,1.373256,0.019877,0.018029,0.016233
P1604,2,1,8,3.355840e+01,1.221327e+02,29-Apr-2016 14:35:00,1,0,51,crustacea_others,1.590062,5,2.839368,1.776322,1.469537,0.394654,0.004515,0.002736,0.002191
P1604,2,1,8,3.355840e+01,1.221327e+02,29-Apr-2016 14:35:00,1,0,51,doliolids,0.751553,7,20.505009,16.768793,13.112688,9.480397,0.015411,0.011769,0.008552
P1604,2,1,8,3.355840e+01,1.221327e+02,29-Apr-2016 14:35:00,1,0,51,eggs,2.484472,5,5.309169,4.895957,4.362618,4.728192,0.013190,0.009731,0.006503
P1604,2,1,8,3.355840e+01,1.221327e+02,29-Apr-2016 14:35:00,1,0,51,euphausiids,0.105590,3,826.186146,161.722559,50.246127,273.198992,0.087237,0.016072,0.002497
P1604,2,1,8,3.355840e+01,1.221327e+02,29-Apr-2016 14:35:00,1,0,51,multiples,0.496894,1,42.581697,NaN,NaN,42.581697,0.021159,NaN,NaN
P1604,2,1,8,3.355840e+01,1.221327e+02,29-Apr-2016 14:35:00,1,0,51,nauplii,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1604,2,1,8,3.355840e+01,1.221327e+02,29-Apr-2016 14:35:00,1,0,51,ostracods,1.987578,4,0.459503,0.485164,0.501974,0.451546,0.000913,0.000723,0.000499
P1604,2,1,8,3.355840e+01,1.221327e+02,29-Apr-2016 14:35:00,1,0,51,others,0.049689,1,122.725931,NaN,NaN,122.725931,0.006098,NaN,NaN
P1604,2,1,8,3.355840e+01,1.221327e+02,29-Apr-2016 14:35:00,1,0,51,polychaete,1.055901,5,16.697447,15.122742,10.147593,10.535943,0.017631,0.015874,0.010148
P1604,2,1,8,3.355840e+01,1.221327e+02,29-Apr-2016 14:35:00,1,0,51,pteropoda,61.670807,126,1.998762,1.781961,1.773701,1.077811,0.123265,0.109806,0.109286
P1604,2,1,8,3.355840e+01,1.221327e+02,29-Apr-2016 14:35:00,1,0,51,pyrosomes,0.310559,50,344.559240,337.418607,331.860756,313.464391,0.107006,0.102693,0.098940
P1604,2,1,8,3.355840e+01,1.221327e+02,29-Apr-2016 14:35:00,1,0,51,radiolarians,2.981366,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P1604,2,1,8,3.355840e+01,1.221327e+02,29-Apr-2016 14:35:00,1,0,51,salps,2.385093,12,25.732701,22.984086,21.091419,15.749406,0.061375,0.053677,0.048209
P1604,3,1,1,3.473994e+01,1.212671e+02,03-May-2016 12:35:00,1,351,400,appendicularia,2.046036,8,7.695149,2.442386,2.084373,2.595105,0.015745,0.004373,0.003199
P1604,3,1,1,3.473994e+01,1.212671e+02,03-May-2016 12:35:00,1,351,400,bryozoan_larvae,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1604,3,1,1,3.473994e+01,1.212671e+02,03-May-2016 12:35:00,1,351,400,chaetognatha,2.557545,16,35.624264,28.551624,19.682013,11.365926,0.091111,0.070101,0.043290
P1604,3,1,1,3.473994e+01,1.212671e+02,03-May-2016 12:35:00,1,351,400,cnidaria,4.496164,49,50.639569,50.341903,50.052750,37.123909,0.227684,0.226088,0.224533
P1604,3,1,1,3.473994e+01,1.212671e+02,03-May-2016 12:35:00,1,351,400,copepoda_calanoida,82.051151,344,13.734961,13.409363,13.033468,8.886666,1.126969,1.098882,1.064744
P1604,3,1,1,3.473994e+01,1.212671e+02,03-May-2016 12:35:00,1,351,400,copepoda_eucalanids,6.189258,59,351.810685,321.717132,310.671537,275.852675,2.177447,1.958278,1.859262
P1604,3,1,1,3.473994e+01,1.212671e+02,03-May-2016 12:35:00,1,351,400,copepoda_harpacticoida,0.511509,2,67.560589,86.530162,NaN,48.591016,0.034558,0.022130,NaN
P1604,3,1,1,3.473994e+01,1.212671e+02,03-May-2016 12:35:00,1,351,400,copepoda_oithona_like,7.416880,29,2.900932,2.797680,2.885548,3.177904,0.021516,0.020035,0.019926
P1604,3,1,1,3.473994e+01,1.212671e+02,03-May-2016 12:35:00,1,351,400,copepoda_others,8.439898,33,4.018187,3.483286,3.074260,2.217671,0.033913,0.028508,0.024374
P1604,3,1,1,3.473994e+01,1.212671e+02,03-May-2016 12:35:00,1,351,400,copepoda_poecilostomatoids,51.253197,201,2.150398,2.093184,2.052273,1.753093,0.110215,0.106747,0.104136
P1604,3,1,1,3.473994e+01,1.212671e+02,03-May-2016 12:35:00,1,351,400,crustacea_others,0.460358,3,80.120417,6.528823,17.106597,2.297713,0.036884,0.002338,0.001750
P1604,3,1,1,3.473994e+01,1.212671e+02,03-May-2016 12:35:00,1,351,400,doliolids,0.255754,1,7.336538,NaN,NaN,7.336538,0.001876,NaN,NaN
P1604,3,1,1,3.473994e+01,1.212671e+02,03-May-2016 12:35:00,1,351,400,eggs,6.654731,27,18.894202,14.678385,11.063847,5.145156,0.125736,0.093927,0.067968
P1604,3,1,1,3.473994e+01,1.212671e+02,03-May-2016 12:35:00,1,351,400,euphausiids,0.511509,2,2.459597,3.294117,NaN,1.625078,0.001258,0.000842,NaN
P1604,3,1,1,3.473994e+01,1.212671e+02,03-May-2016 12:35:00,1,351,400,multiples,0.772379,4,31.301628,3.292268,2.754969,2.846904,0.024177,0.002526,0.001409
P1604,3,1,1,3.473994e+01,1.212671e+02,03-May-2016 12:35:00,1,351,400,nauplii,0.767263,3,6.263138,6.676455,6.899678,6.453232,0.004805,0.003415,0.001765
P1604,3,1,1,3.473994e+01,1.212671e+02,03-May-2016 12:35:00,1,351,400,ostracods,9.053708,36,7.623729,7.118695,6.457999,3.430807,0.069023,0.063722,0.056157
P1604,3,1,1,3.473994e+01,1.212671e+02,03-May-2016 12:35:00,1,351,400,others,1.258312,12,218.528826,129.936278,101.990442,5.795296,0.274977,0.162836,0.127292
P1604,3,1,1,3.473994e+01,1.212671e+02,03-May-2016 12:35:00,1,351,400,polychaete,1.790281,7,15.672169,13.411200,10.549602,12.882525,0.028058,0.020580,0.013491
P1604,3,1,1,3.473994e+01,1.212671e+02,03-May-2016 12:35:00,1,351,400,pteropoda,1.790281,7,11.857138,3.102659,0.969650,1.179372,0.021228,0.004761,0.001240
P1604,3,1,1,3.473994e+01,1.212671e+02,03-May-2016 12:35:00,1,351,400,pyrosomes,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1604,3,1,1,3.473994e+01,1.212671e+02,03-May-2016 12:35:00,1,351,400,radiolarians,6.496164,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P1604,3,1,1,3.473994e+01,1.212671e+02,03-May-2016 12:35:00,1,351,400,salps,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1604,3,1,2,3.473994e+01,1.212671e+02,03-May-2016 12:42:00,1,300,351,appendicularia,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1604,3,1,2,3.473994e+01,1.212671e+02,03-May-2016 12:42:00,1,300,351,bryozoan_larvae,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1604,3,1,2,3.473994e+01,1.212671e+02,03-May-2016 12:42:00,1,300,351,chaetognatha,4.876147,36,47.126390,44.120257,42.844450,18.638889,0.229795,0.214934,0.208523
P1604,3,1,2,3.473994e+01,1.212671e+02,03-May-2016 12:42:00,1,300,351,cnidaria,6.486239,67,61.352380,61.204973,61.057739,57.631479,0.397946,0.396709,0.395475
P1604,3,1,2,3.473994e+01,1.212671e+02,03-May-2016 12:42:00,1,300,351,copepoda_calanoida,154.591743,358,12.672212,12.599528,12.400882,8.481506,1.959019,1.947725,1.915879
P1604,3,1,2,3.473994e+01,1.212671e+02,03-May-2016 12:42:00,1,300,351,copepoda_eucalanids,11.009174,96,481.797401,473.540533,465.410174,416.840336,5.304192,5.169846,5.038385
P1604,3,1,2,3.473994e+01,1.212671e+02,03-May-2016 12:42:00,1,300,351,copepoda_harpacticoida,2.752294,6,18.225653,3.391986,2.390910,2.316574,0.050162,0.007780,0.004387
P1604,3,1,2,3.473994e+01,1.212671e+02,03-May-2016 12:42:00,1,300,351,copepoda_oithona_like,23.394495,51,3.535144,3.440871,3.350330,3.337588,0.082703,0.078919,0.075306
P1604,3,1,2,3.473994e+01,1.212671e+02,03-May-2016 12:42:00,1,300,351,copepoda_others,5.963303,13,3.896823,3.483944,3.224809,2.826910,0.023238,0.019178,0.016272
P1604,3,1,2,3.473994e+01,1.212671e+02,03-May-2016 12:42:00,1,300,351,copepoda_poecilostomatoids,71.559633,156,2.963146,2.916976,2.879707,2.305456,0.212042,0.207400,0.203429
P1604,3,1,2,3.473994e+01,1.212671e+02,03-May-2016 12:42:00,1,300,351,crustacea_others,0.458716,1,2.632743,NaN,NaN,2.632743,0.001208,NaN,NaN
P1604,3,1,2,3.473994e+01,1.212671e+02,03-May-2016 12:42:00,1,300,351,doliolids,0.275229,3,23.873384,30.118615,24.908261,24.908261,0.006571,0.005526,0.002285
P1604,3,1,2,3.473994e+01,1.212671e+02,03-May-2016 12:42:00,1,300,351,eggs,8.440367,20,36.493885,26.146100,22.763959,8.064667,0.308022,0.218284,0.187959
P1604,3,1,2,3.473994e+01,1.212671e+02,03-May-2016 12:42:00,1,300,351,euphausiids,0.559633,4,90.879153,45.792317,6.827500,1.208675,0.050859,0.025417,0.003758
P1604,3,1,2,3.473994e+01,1.212671e+02,03-May-2016 12:42:00,1,300,351,multiples,1.926606,5,16.472654,6.633454,4.115795,6.085229,0.031736,0.012171,0.005664
P1604,3,1,2,3.473994e+01,1.212671e+02,03-May-2016 12:42:00,1,300,351,nauplii,1.834862,4,4.698487,3.867600,3.181566,3.309025,0.008621,0.005322,0.002919
P1604,3,1,2,3.473994e+01,1.212671e+02,03-May-2016 12:42:00,1,300,351,ostracods,24.770642,54,3.111494,2.905734,2.708579,1.652849,0.077074,0.070644,0.064608
P1604,3,1,2,3.473994e+01,1.212671e+02,03-May-2016 12:42:00,1,300,351,others,6.155963,17,15.325125,13.072384,11.190390,5.786587,0.094341,0.080413,0.068785
P1604,3,1,2,3.473994e+01,1.212671e+02,03-May-2016 12:42:00,1,300,351,polychaete,1.376147,3,15.503846,9.037864,7.333047,10.742681,0.021336,0.008292,0.003364
P1604,3,1,2,3.473994e+01,1.212671e+02,03-May-2016 12:42:00,1,300,351,pteropoda,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1604,3,1,2,3.473994e+01,1.212671e+02,03-May-2016 12:42:00,1,300,351,pyrosomes,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1604,3,1,2,3.473994e+01,1.212671e+02,03-May-2016 12:42:00,1,300,351,radiolarians,3.669725,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P1604,3,1,2,3.473994e+01,1.212671e+02,03-May-2016 12:42:00,1,300,351,salps,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1604,3,1,3,3.473994e+01,1.212671e+02,03-May-2016 12:51:00,1,250,300,appendicularia,0.851064,1,22.952513,NaN,NaN,22.952513,0.019534,NaN,NaN
P1604,3,1,3,3.473994e+01,1.212671e+02,03-May-2016 12:51:00,1,250,300,bryozoan_larvae,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1604,3,1,3,3.473994e+01,1.212671e+02,03-May-2016 12:51:00,1,250,300,chaetognatha,8.221277,53,72.038822,70.803404,70.016564,56.448673,0.592251,0.581492,0.574434
P1604,3,1,3,3.473994e+01,1.212671e+02,03-May-2016 12:51:00,1,250,300,cnidaria,9.727660,20,43.853844,43.734790,43.673832,43.032526,0.426595,0.425065,0.424101
P1604,3,1,3,3.473994e+01,1.212671e+02,03-May-2016 12:51:00,1,250,300,copepoda_calanoida,275.404255,334,12.030236,11.949254,11.872089,8.723236,3.313178,3.288841,3.265582
P1604,3,1,3,3.473994e+01,1.212671e+02,03-May-2016 12:51:00,1,250,300,copepoda_eucalanids,19.914894,65,407.903202,395.829695,385.682955,280.861078,8.123349,7.815531,7.549539
P1604,3,1,3,3.473994e+01,1.212671e+02,03-May-2016 12:51:00,1,250,300,copepoda_harpacticoida,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1604,3,1,3,3.473994e+01,1.212671e+02,03-May-2016 12:51:00,1,250,300,copepoda_oithona_like,34.042553,40,3.738240,3.526222,3.386607,3.351697,0.127259,0.117041,0.109524
P1604,3,1,3,3.473994e+01,1.212671e+02,03-May-2016 12:51:00,1,250,300,copepoda_others,6.808511,8,2.490412,2.085540,1.891156,1.945836,0.016956,0.012424,0.009657
P1604,3,1,3,3.473994e+01,1.212671e+02,03-May-2016 12:51:00,1,250,300,copepoda_poecilostomatoids,96.340426,114,2.682299,2.561031,2.538236,2.055112,0.258414,0.244551,0.241943
P1604,3,1,3,3.473994e+01,1.212671e+02,03-May-2016 12:51:00,1,250,300,crustacea_others,0.170213,1,311.308792,NaN,NaN,311.308792,0.052989,NaN,NaN
P1604,3,1,3,3.473994e+01,1.212671e+02,03-May-2016 12:51:00,1,250,300,doliolids,0.008511,1,18.483047,NaN,NaN,18.483047,0.000157,NaN,NaN
P1604,3,1,3,3.473994e+01,1.212671e+02,03-May-2016 12:51:00,1,250,300,eggs,5.957447,7,4.989165,4.502708,4.880367,5.752259,0.029723,0.022993,0.020768
P1604,3,1,3,3.473994e+01,1.212671e+02,03-May-2016 12:51:00,1,250,300,euphausiids,1.719149,4,25.576909,10.300864,1.930410,1.943809,0.043971,0.017621,0.003286
P1604,3,1,3,3.473994e+01,1.212671e+02,03-May-2016 12:51:00,1,250,300,multiples,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1604,3,1,3,3.473994e+01,1.212671e+02,03-May-2016 12:51:00,1,250,300,nauplii,6.808511,8,4.057260,4.418197,4.865793,4.808573,0.027624,0.026321,0.024847
P1604,3,1,3,3.473994e+01,1.212671e+02,03-May-2016 12:51:00,1,250,300,ostracods,22.468085,28,10.756547,9.165532,8.947301,6.087629,0.241679,0.204372,0.197983
P1604,3,1,3,3.473994e+01,1.212671e+02,03-May-2016 12:51:00,1,250,300,others,2.042553,4,23.045917,14.469976,5.482806,10.648805,0.047073,0.027093,0.009332
P1604,3,1,3,3.473994e+01,1.212671e+02,03-May-2016 12:51:00,1,250,300,polychaete,0.851064,1,5.895442,NaN,NaN,5.895442,0.005017,NaN,NaN
P1604,3,1,3,3.473994e+01,1.212671e+02,03-May-2016 12:51:00,1,250,300,pteropoda,0.178723,2,509.755480,148.715157,NaN,527.807496,0.091105,0.001266,NaN
P1604,3,1,3,3.473994e+01,1.212671e+02,03-May-2016 12:51:00,1,250,300,pyrosomes,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1604,3,1,3,3.473994e+01,1.212671e+02,03-May-2016 12:51:00,1,250,300,radiolarians,5.106383,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P1604,3,1,3,3.473994e+01,1.212671e+02,03-May-2016 12:51:00,1,250,300,salps,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1604,3,1,4,3.473994e+01,1.212671e+02,03-May-2016 12:56:00,1,200,250,appendicularia,5.660377,6,4.394621,2.973611,2.403796,2.681419,0.024875,0.014026,0.009071
P1604,3,1,4,3.473994e+01,1.212671e+02,03-May-2016 12:56:00,1,200,250,bryozoan_larvae,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1604,3,1,4,3.473994e+01,1.212671e+02,03-May-2016 12:56:00,1,200,250,chaetognatha,24.311321,69,34.257830,33.776142,33.463221,12.936457,0.832853,0.820824,0.812904
P1604,3,1,4,3.473994e+01,1.212671e+02,03-May-2016 12:56:00,1,200,250,cnidaria,3.971698,6,40.629038,40.359027,39.498015,42.658645,0.161366,0.159913,0.149049
P1604,3,1,4,3.473994e+01,1.212671e+02,03-May-2016 12:56:00,1,200,250,copepoda_calanoida,279.245283,304,9.805018,9.672903,9.541833,6.820183,2.738005,2.699287,2.660911
P1604,3,1,4,3.473994e+01,1.212671e+02,03-May-2016 12:56:00,1,200,250,copepoda_eucalanids,34.726415,97,325.882724,319.226436,312.944317,207.384137,11.316739,11.025358,10.749342
P1604,3,1,4,3.473994e+01,1.212671e+02,03-May-2016 12:56:00,1,200,250,copepoda_harpacticoida,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1604,3,1,4,3.473994e+01,1.212671e+02,03-May-2016 12:56:00,1,200,250,copepoda_oithona_like,15.094340,16,3.274350,2.847481,2.681893,2.628074,0.049424,0.040295,0.035421
P1604,3,1,4,3.473994e+01,1.212671e+02,03-May-2016 12:56:00,1,200,250,copepoda_others,9.433962,10,6.138121,4.983723,4.211668,5.805981,0.057907,0.042315,0.031786
P1604,3,1,4,3.473994e+01,1.212671e+02,03-May-2016 12:56:00,1,200,250,copepoda_poecilostomatoids,45.471698,49,2.642277,2.529007,2.424591,2.142535,0.120149,0.112612,0.105676
P1604,3,1,4,3.473994e+01,1.212671e+02,03-May-2016 12:56:00,1,200,250,crustacea_others,0.962264,3,15.598830,7.934073,4.308298,4.308298,0.015010,0.007560,0.004064
P1604,3,1,4,3.473994e+01,1.212671e+02,03-May-2016 12:56:00,1,200,250,doliolids,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1604,3,1,4,3.473994e+01,1.212671e+02,03-May-2016 12:56:00,1,200,250,eggs,7.547170,8,11.938721,5.903662,4.808405,3.461795,0.090104,0.038986,0.027217
P1604,3,1,4,3.473994e+01,1.212671e+02,03-May-2016 12:56:00,1,200,250,euphausiids,2.660377,8,146.574553,104.482940,93.368651,10.488296,0.389944,0.276978,0.246634
P1604,3,1,4,3.473994e+01,1.212671e+02,03-May-2016 12:56:00,1,200,250,multiples,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1604,3,1,4,3.473994e+01,1.212671e+02,03-May-2016 12:56:00,1,200,250,nauplii,3.773585,4,5.684541,3.987443,4.643505,4.008298,0.021451,0.011285,0.008761
P1604,3,1,4,3.473994e+01,1.212671e+02,03-May-2016 12:56:00,1,200,250,ostracods,15.283019,17,3.117505,1.932189,1.750998,1.515445,0.047645,0.029165,0.024778
P1604,3,1,4,3.473994e+01,1.212671e+02,03-May-2016 12:56:00,1,200,250,others,3.028302,5,117.043553,5.516562,2.754612,2.302128,0.354443,0.015665,0.007796
P1604,3,1,4,3.473994e+01,1.212671e+02,03-May-2016 12:56:00,1,200,250,polychaete,2.075472,3,14.827594,10.185891,7.808772,12.563010,0.030774,0.019219,0.007367
P1604,3,1,4,3.473994e+01,1.212671e+02,03-May-2016 12:56:00,1,200,250,pteropoda,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1604,3,1,4,3.473994e+01,1.212671e+02,03-May-2016 12:56:00,1,200,250,pyrosomes,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1604,3,1,4,3.473994e+01,1.212671e+02,03-May-2016 12:56:00,1,200,250,radiolarians,9.433962,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P1604,3,1,4,3.473994e+01,1.212671e+02,03-May-2016 12:56:00,1,200,250,salps,0.000000,0.000000,NaN,NaN,NaN,NaN,0.000000,0.000000,0.000000
P1604,3,1,5,3.473994e+01,1.212671e+02,03-May-2016 13:00:00,1,149,200,appendicularia,8.310502,15,9.198340,8.611411,6.660888,7.482809,0.076443,0.070779,0.048664
P1604,3,1,5,3.473994e+01,1.212671e+02,03-May-2016 13:00:00,1,149,200,bryozoan_larvae,0.456621,1,1.368772,NaN,NaN,1.368772,0.000625,NaN,NaN
P1604,3,1,5,3.473994e+01,1.212671e+02,03-May-2016 13:00:00,1,149,200,chaetognatha,27.178082,101,19.305430,18.466643,17.534777,7.843494,0.524685,0.501719,0.474800
P1604,3,1,5,3.473994e+01,1.212671e+02,03-May-2016 13:00:00,1,149,200,cnidaria,4.127854,14,35.125362,34.833282,34.577168,25.866499,0.144992,0.143469,0.142098
P1604,3,1,5,3.473994e+01,1.212671e+02,03-May-2016 13:00:00,1,149,200,copepoda_calanoida,122.100457,215,6.741096,6.615011,6.495780,3.015032,0.823091,0.807092,0.791951
P1604,3,1,5,3.473994e+01,1.212671e+02,03-May-2016 13:00:00,1,149,200,copepoda_eucalanids,58.812785,237,169.896952,167.722224,165.613985,88.790018,9.992113,9.848894,9.709971
P1604,3,1,5,3.473994e+01,1.212671e+02,03-May-2016 13:00:00,1,149,200,copepoda_harpacticoida,0.456621,1,2.353509,NaN,NaN,2.353509,0.001075,NaN,NaN
P1604,3,1,5,3.473994e+01,1.212671e+02,03-May-2016 13:00:00,1,149,200,copepoda_oithona_like,34.794521,58,2.161008,2.117211,2.035416,1.568333,0.075191,0.072701,0.068033
P1604,3,1,5,3.473994e+01,1.212671e+02,03-May-2016 13:00:00,1,149,200,copepoda_others,9.132420,16,2.583717,2.257232,1.882338,1.929885,0.023596,0.018553,0.013752
P1604,3,1,5,3.473994e+01,1.212671e+02,03-May-2016 13:00:00,1,149,200,copepoda_poecilostomatoids,35.616438,61,1.917313,1.841650,1.751030,1.701260,0.068288,0.064752,0.059967
P1604,3,1,5,3.473994e+01,1.212671e+02,03-May-2016 13:00:00,1,149,200,crustacea_others,1.470320,4,21.247990,15.700446,1.570546,0.373661,0.031241,0.022941,0.002151
P1604,3,1,5,3.473994e+01,1.212671e+02,03-May-2016 13:00:00,1,149,200,doliolids,0.091324,1,18.640995,NaN,NaN,18.640995,0.001702,NaN,NaN
P1604,3,1,5,3.473994e+01,1.212671e+02,03-May-2016 13:00:00,1,149,200,eggs,17.442922,32,12.158521,7.013109,5.597264,4.952714,0.212080,0.121689,0.094566
P1604,3,1,5,3.473994e+01,1.212671e+02,03-May-2016 13:00:00,1,149,200,euphausiids,2.748858,9,91.411105,72.116956,29.831958,2.230273,0.251276,0.197581,0.079007
P1604,3,1,5,3.473994e+01,1.212671e+02,03-May-2016 13:00:00,1,149,200,multiples,3.287671,7,26.445515,22.296405,7.078167,7.316230,0.086944,0.071267,0.019392
P1604,3,1,5,3.473994e+01,1.212671e+02,03-May-2016 13:00:00,1,149,200,nauplii,1.369863,2,2.934613,3.471636,NaN,3.471636,0.004020,0.003170,NaN
P1604,3,1,5,3.473994e+01,1.212671e+02,03-May-2016 13:00:00,1,149,200,ostracods,10.958904,19,3.183445,2.742234,2.493543,1.424097,0.034887,0.028800,0.025049
